municipio_id,municipio_nome,uf,ano,pib_total_mil_reais,populacao_estimada
2207553,Paquetá - PI,PI,2021,44237.0,3931
2207603,Parnaguá - PI,PI,2021,119215.0,10846
2207702,Parnaíba - PI,PI,2021,2968947.0,153863
2207751,Passagem Franca do Piauí - PI,PI,2021,48758.0,4331
2207777,Patos do Piauí - PI,PI,2021,64629.0,6420
2207793,Pau D'Arco do Piauí - PI,PI,2021,33612.0,4084
2207801,Paulistana - PI,PI,2021,267709.0,20583
2207850,Pavussu - PI,PI,2021,37693.0,3662
2207900,Pedro II - PI,PI,2021,386275.0,38812
2207934,Pedro Laurentino - PI,PI,2021,31322.0,2551
2207959,Nova Santa Rita - PI,PI,2021,43931.0,4392
2208007,Picos - PI,PI,2021,1940259.0,78627
2208106,Pimenteiras - PI,PI,2021,106973.0,12150
2208205,Pio IX - PI,PI,2021,202627.0,18492
2208304,Piracuruca - PI,PI,2021,363522.0,28952
2208403,Piripiri - PI,PI,2021,916771.0,63829
2208502,Porto - PI,PI,2021,118547.0,12646
2208551,Porto Alegre do Piauí - PI,PI,2021,39212.0,2728
2208601,Prata do Piauí - PI,PI,2021,27584.0,3149
2208650,Queimada Nova - PI,PI,2021,253485.0,9041
2208700,Redenção do Gurguéia - PI,PI,2021,97930.0,8814
2208809,Regeneração - PI,PI,2021,264514.0,17979
2208858,Riacho Frio - PI,PI,2021,46279.0,4306
2208874,Ribeira do Piauí - PI,PI,2021,217390.0,4499
2208908,Ribeiro Gonçalves - PI,PI,2021,695855.0,7408
2209005,Rio Grande do Piauí - PI,PI,2021,61491.0,6434
2209104,Santa Cruz do Piauí - PI,PI,2021,61011.0,6254
2209153,Santa Cruz dos Milagres - PI,PI,2021,45472.0,4046
2209203,Santa Filomena - PI,PI,2021,615987.0,6256
2209302,Santa Luz - PI,PI,2021,62480.0,5903
2209351,Santana do Piauí - PI,PI,2021,40807.0,4650
2209377,Santa Rosa do Piauí - PI,PI,2021,50228.0,5254
2209401,Santo Antônio de Lisboa - PI,PI,2021,71849.0,6466
2209450,Santo Antônio dos Milagres - PI,PI,2021,18051.0,2172
2209500,Santo Inácio do Piauí - PI,PI,2021,40377.0,3809
2209559,São Braz do Piauí - PI,PI,2021,39471.0,4454
2209609,São Félix do Piauí - PI,PI,2021,32116.0,2923
2209658,São Francisco de Assis do Piauí - PI,PI,2021,55545.0,5801
2209708,São Francisco do Piauí - PI,PI,2021,58406.0,6417
2209757,São Gonçalo do Gurguéia - PI,PI,2021,54607.0,3071
2209807,São Gonçalo do Piauí - PI,PI,2021,56735.0,5044
2209856,São João da Canabrava - PI,PI,2021,49321.0,4619
2209872,São João da Fronteira - PI,PI,2021,60925.0,6084
2209906,São João da Serra - PI,PI,2021,59723.0,6106
2209955,São João da Varjota - PI,PI,2021,36648.0,4856
2209971,São João do Arraial - PI,PI,2021,68235.0,8085
2210003,São João do Piauí - PI,PI,2021,426951.0,20720
2210052,São José do Divino - PI,PI,2021,63753.0,5361
2210102,São José do Peixe - PI,PI,2021,42836.0,3737
2210201,São José do Piauí - PI,PI,2021,68075.0,6696
2210300,São Julião - PI,PI,2021,59534.0,6379
2210359,São Lourenço do Piauí - PI,PI,2021,45315.0,4581
2210375,São Luis do Piauí - PI,PI,2021,25332.0,2648
2210383,São Miguel da Baixa Grande - PI,PI,2021,27272.0,2456
2210391,São Miguel do Fidalgo - PI,PI,2021,47464.0,3037
2210409,São Miguel do Tapuio - PI,PI,2021,163378.0,17617
2210508,São Pedro do Piauí - PI,PI,2021,134821.0,14356
2210607,São Raimundo Nonato - PI,PI,2021,566178.0,35035
2210623,Sebastião Barros - PI,PI,2021,46712.0,3434
2210631,Sebastião Leal - PI,PI,2021,255415.0,4311
2210656,Sigefredo Pacheco - PI,PI,2021,78161.0,10074
2210706,Simões - PI,PI,2021,434444.0,14664
2210805,Simplício Mendes - PI,PI,2021,182823.0,12778
2210904,Socorro do Piauí - PI,PI,2021,41067.0,4557
2210938,Sussuapara - PI,PI,2021,76888.0,6801
2210953,Tamboril do Piauí - PI,PI,2021,30388.0,2939
2210979,Tanque do Piauí - PI,PI,2021,33181.0,2781
2211001,Teresina - PI,PI,2021,23895231.0,871126
2211100,União - PI,PI,2021,420316.0,44649
2211209,Uruçuí - PI,PI,2021,2815208.0,21746
2211308,Valença do Piauí - PI,PI,2021,289656.0,20940
2211357,Várzea Branca - PI,PI,2021,44540.0,4930
2211407,Várzea Grande - PI,PI,2021,40995.0,4382
2211506,Vera Mendes - PI,PI,2021,31077.0,3082
2211605,Vila Nova do Piauí - PI,PI,2021,37035.0,2935
2211704,Wall Ferraz - PI,PI,2021,38008.0,4479
